00003,2008-04-10 10:43,1001
00002,2008-04-10 10:43,1001
00006,2008-04-10 10:43,1001
00001,2008-04-10 10:43,1001
00001,2008-04-10 10:44,1001
00001,2008-04-10 11:31,1001
00003,2008-04-10 12:26,1001
00006,2008-04-10 12:26,1001
00002,2008-04-10 12:26,1001
00006,2008-04-10 14:31,1001
00003,2008-04-10 14:31,1001
00002,2008-04-10 14:31,1001
00003,2008-04-10 18:26,1001
00003,2008-04-10 18:26,1001
00002,2008-04-10 18:26,1001
00006,2008-04-10 18:26,1001
00006,2008-04-10 18:26,1001
00002,2008-04-11 07:53,1001
00003,2008-04-11 07:53,1001
00006,2008-04-11 07:53,1001
00003,2008-04-11 11:54,1001
00006,2008-04-11 11:55,1001
00002,2008-04-11 11:55,1001
00006,2008-04-11 14:27,1001
00003,2008-04-11 14:27,1001
00002,2008-04-11 14:27,1001
00002,2008-04-11 17:50,1001
00003,2008-04-11 17:50,1001
00006,2008-04-11 17:57,1001
00002,2008-04-12 08:24,1001
00006,2008-04-12 08:24,1001
00003,2008-04-12 08:24,1001
00001,2008-04-12 10:52,1001
00006,2008-04-12 12:00,1001
00003,2008-04-12 12:00,1001
00002,2008-04-12 12:00,1001
00003,2008-04-14 07:49,1001
00006,2008-04-14 07:49,1001
00002,2008-04-14 07:49,1001
00003,2008-04-14 11:39,1001
00002,2008-04-14 11:39,1001
00006,2008-04-14 11:39,1001
00006,2008-04-14 14:30,1001
00003,2008-04-14 14:31,1001
00003,2008-04-14 14:31,1001
00002,2008-04-14 14:31,1001
00003,2008-04-14 17:39,1001
00002,2008-04-14 17:39,1001
00006,2008-04-14 17:40,1001
00002,2008-04-14 18:55,1001
00006,2008-04-14 18:55,1001
00003,2008-04-14 18:56,1001
00001,2008-04-14 21:19,1001
00002,2008-04-14 21:31,1001
00006,2008-04-14 21:32,1001
00003,2008-04-14 21:32,1001
00006,2008-04-15 07:55,1001
00002,2008-04-15 07:55,1001
00003,2008-04-15 07:55,1001
00002,2008-04-15 11:47,1001
00003,2008-04-15 11:48,1001
00003,2008-04-15 11:48,1001
00006,2008-04-15 11:50,1001
00002,2008-04-15 14:30,1001
00006,2008-04-15 14:30,1001
00006,2008-04-15 18:41,1001
00006,2008-04-15 18:42,1001
00002,2008-04-15 18:43,1001
00002,2008-04-16 07:57,1001
00002,2008-04-16 07:57,1001
00006,2008-04-16 07:57,1001
00003,2008-04-16 07:57,1001
00002,2008-04-17 07:56,1001
00006,2008-04-17 07:56,1001
00003,2008-04-17 07:57,1001
00002,2008-04-18 07:51,1001
00003,2008-04-18 07:53,1001
00006,2008-04-18 07:53,1001
00001,2008-04-18 10:19,1001
00001,2008-04-18 10:19,1001
00003,2008-04-18 11:49,1001
00002,2008-04-18 11:49,1001
00006,2008-04-18 11:51,1001
00002,2008-04-18 14:26,1001
00003,2008-04-18 14:26,1001
00006,2008-04-18 14:26,1001
00003,2008-04-18 18:05,1001
00002,2008-04-18 18:06,1001
00006,2008-04-18 18:06,1001
00006,2008-04-21 07:45,1001
00002,2008-04-21 07:45,1001
00003,2008-04-21 07:46,1001
00002,2008-04-21 11:46,1001
00003,2008-04-21 11:46,1001
00006,2008-04-21 11:46,1001
00002,2008-04-21 14:25,1001
00003,2008-04-21 14:26,1001
00006,2008-04-21 14:26,1001
00006,2008-04-21 17:49,1001
00003,2008-04-21 17:49,1001
00002,2008-04-21 17:49,1001
00002,2008-04-22 07:47,1001
00003,2008-04-22 07:47,1001
00006,2008-04-22 07:47,1001
00006,2008-04-22 11:44,1001
00003,2008-04-22 11:44,1001
00002,2008-04-22 11:45,1001
00006,2008-04-22 14:27,1001
00003,2008-04-22 14:27,1001
00002,2008-04-22 14:27,1001
00006,2008-04-22 18:05,1001
00002,2008-04-22 18:05,1001
00003,2008-04-22 18:08,1001
00002,2008-04-23 07:56,1001
00003,2008-04-23 07:56,1001
00006,2008-04-23 07:56,1001
00003,2008-04-23 11:49,1001
00002,2008-04-23 11:49,1001
00006,2008-04-23 11:49,1001
00003,2008-04-23 14:35,1001
00006,2008-04-23 14:35,1001
00002,2008-04-23 14:35,1001
00003,2008-04-23 17:52,1001
00006,2008-04-23 17:52,1001
00002,2008-04-23 17:52,1001
00002,2008-04-24 07:53,1001
00006,2008-04-24 07:53,1001
00003,2008-04-24 07:53,1001
00003,2008-04-24 11:36,1001
00002,2008-04-24 11:36,1001
00006,2008-04-24 11:37,1001
00003,2008-04-24 14:38,1001
00006,2008-04-24 14:39,1001
00002,2008-04-24 14:39,1001
00002,2008-04-24 18:08,1001
00002,2008-04-24 18:08,1001
00002,2008-04-24 18:08,1001
00002,2008-04-24 18:08,1001
00002,2008-04-24 18:08,1001
00002,2008-04-24 18:08,1001
00002,2008-04-24 18:09,1001
00002,2008-04-24 18:09,1001
00002,2008-04-24 18:09,1001
00002,2008-04-24 18:09,1001
00002,2008-04-24 18:09,1001
00002,2008-04-24 18:09,1001
00006,2008-04-24 18:09,1001
00003,2008-04-24 18:09,1001
00003,2008-04-25 07:51,1001
00002,2008-04-25 07:52,1001
00006,2008-04-25 07:52,1001
00003,2008-04-25 11:38,1001
00006,2008-04-25 11:38,1001
00002,2008-04-25 11:39,1001
00006,2008-04-25 14:36,1001
00003,2008-04-25 14:36,1001
00002,2008-04-25 14:36,1001
00003,2008-04-25 17:47,1001
00002,2008-04-25 17:48,1001
00006,2008-04-25 17:48,1001
00002,2008-04-25 17:49,1001
00003,2008-04-27 08:26,1001
00003,2008-04-27 11:45,1001
00003,2008-04-27 15:23,1001
00003,2008-04-27 17:35,1001
00003,2008-04-28 07:58,1001
00006,2008-04-28 07:58,1001
00002,2008-04-28 07:58,1001
00001,2008-04-28 09:17,1001
00001,2008-04-28 10:34,1001
00003,2008-04-28 11:52,1001
00002,2008-04-28 11:52,1001
00006,2008-04-28 11:52,1001
00002,2008-04-28 14:34,1001
00003,2008-04-28 14:34,1001
00006,2008-04-28 14:34,1001
00006,2008-04-28 18:10,1001
00002,2008-04-28 18:11,1001
00003,2008-04-28 18:11,1001
00003,2008-04-29 07:53,1001
00006,2008-04-29 07:53,1001
00002,2008-04-29 07:54,1001
00002,2008-04-29 11:47,1001
00006,2008-04-29 11:47,1001
00006,2008-04-29 11:47,1001
00003,2008-04-29 11:47,1001
00003,2008-04-29 14:38,1001
00006,2008-04-29 14:38,1001
00002,2008-04-29 14:38,1001
00002,2008-04-29 17:49,1001
00006,2008-04-29 17:50,1001
00003,2008-04-29 17:50,1001
00001,2008-04-29 19:52,1001
00006,2008-04-29 21:54,1001
00002,2008-04-29 21:54,1001
00003,2008-04-29 21:54,1001
00002,2008-04-30 07:48,1001
00002,2008-04-30 07:48,1001
00006,2008-04-30 07:48,1001
00003,2008-04-30 07:49,1001
00003,2008-04-30 11:48,1001
00006,2008-04-30 11:50,1001
00002,2008-04-30 11:53,1001
00003,2008-04-30 14:32,1001
00002,2008-04-30 14:32,1001
00006,2008-04-30 14:47,1001
