00003,2008-09-16 17:51,1001
00002,2008-09-16 17:52,1001
00007,2008-09-16 17:52,1001
00002,2008-09-16 21:04,1001
00003,2008-09-17 07:56,1001
00002,2008-09-17 07:58,1001
00007,2008-09-17 07:59,1001
00003,2008-09-17 12:02,1001
00003,2008-09-17 12:02,1001
00002,2008-09-17 12:02,1001
00007,2008-09-17 12:03,1001
00007,2008-09-17 14:56,1001
00003,2008-09-17 14:56,1001
00002,2008-09-17 14:56,1001
00007,2008-09-17 14:59,1001
00007,2008-09-17 18:00,1001
00002,2008-09-17 18:00,1001
00002,2008-09-17 21:15,1001
00003,2008-09-17 21:19,1001
00002,2008-09-18 07:58,1001
00007,2008-09-18 07:59,1001
00003,2008-09-18 07:59,1001
00003,2008-09-18 11:59,1001
00007,2008-09-18 12:00,1001
00003,2008-09-18 14:59,1001
00002,2008-09-18 14:59,1001
00007,2008-09-18 14:59,1001
00007,2008-09-18 15:00,1001
00007,2008-09-18 17:59,1001
00002,2008-09-18 17:59,1001
00007,2008-09-18 19:07,1001
00003,2008-09-18 21:14,1001
00002,2008-09-18 21:23,1001
00002,2008-09-19 08:00,1001
00003,2008-09-19 08:01,1001
00007,2008-09-19 08:01,1001
00003,2008-09-19 11:59,1001
00007,2008-09-19 11:59,1001
00002,2008-09-19 12:01,1001
00002,2008-09-19 14:49,1001
00003,2008-09-19 14:53,1001
00007,2008-09-19 15:03,1001
00002,2008-09-19 17:57,1001
00007,2008-09-19 17:57,1001
00003,2008-09-19 17:58,1001
00003,2008-09-20 08:56,1001
00003,2008-09-20 11:07,1001
00007,2008-09-22 07:56,1001
00002,2008-09-22 07:56,1001
00003,2008-09-22 07:57,1001
00007,2008-09-22 12:02,1001
00003,2008-09-22 12:02,1001
00002,2008-09-22 12:03,1001
00002,2008-09-22 14:51,1001
00002,2008-09-22 14:51,1001
00003,2008-09-22 14:56,1001
00007,2008-09-22 15:03,1001
00007,2008-09-22 18:00,1001
00002,2008-09-22 18:06,1001
00003,2008-09-22 21:15,1001
00002,2008-09-22 21:39,1001
00002,2008-09-23 07:56,1001
00007,2008-09-23 07:56,1001
00003,2008-09-23 08:00,1001
00003,2008-09-23 12:00,1001
00002,2008-09-23 12:00,1001
00007,2008-09-23 12:01,1001
00002,2008-09-23 14:50,1001
00003,2008-09-23 14:59,1001
